id,ratedFloodZone,elevationDifference,postFIRMConstructionIndicator,primaryResidenceIndicator,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim
98170639-b646-4d98-8fe3-78d31f2573ad,AHB,1.0,1,1,,,
6cbd9f8c-6978-43f7-9978-c3cd5baa0062,B,,1,1,2300.90,0.00,0.00
035d72c4-ee25-4547-b513-c7d18be33da8,A17,,0,1,36101.83,11600.00,0.00
92cf170a-2a3a-4f31-bde9-5bbae875044b,X,,1,1,5296.71,1117.99,0.00
6ec436f0-27e0-4763-b823-dbf58e3b9bf7,X,,1,1,0.00,0.00,0.00
e71a8c12-32c7-4019-9c83-4aef1198b018,B,,0,0,47421.67,50000.00,0.00
1a4334fb-5b99-4ca3-8c3d-0b083fbdc5a4,A03,,0,0,3889.36,781.01,0.00
d946b593-a52f-417d-a7cc-377799ccdd84,AE,,0,0,49534.87,0.00,0.00
76d37734-14ee-4348-b274-73eb59e57ca9,V08,,0,0,,,
c7f264d6-614e-48ec-bccc-9748e98bad12,AE,,0,1,41551.12,5574.20,0.00
4b23a814-8675-43ad-be51-8dd8f62549cb,AE,,1,1,60865.25,0.00,0.00
8c0a4c1f-ae9b-47a1-a717-f77bfb9ce6d0,V15,10.0,1,0,612.63,0.00,0.00
9477171b-d3d5-4fc2-a383-a9b674bbaacc,VE,,0,1,8224.14,0.00,0.00
2f0c7d49-4413-4b00-9e4e-a98d93a0200b,A09,4.0,1,1,23.09,422.50,0.00
c7aa51e6-4c4f-478f-8d39-554395e7ac2a,AE,2.0,1,1,0.00,6165.79,0.00
68ba4262-20e5-4f63-a0d5-3c83878db7e3,,,0,0,6971.24,2652.50,0.00
899a2bde-180d-40af-81c5-3b318fa56ba1,A07,,0,1,27065.00,0.00,0.00
1affe2b9-f796-4e57-a42e-ba917cf9ae91,VE,,0,1,15716.91,0.00,0.00
0c14c797-9378-4b38-aea7-6eb180aa5b0c,AE,-5.0,1,1,611.84,0.00,0.00
30b77245-0d89-44da-a423-7cbccac77428,A01,,0,0,2474.42,2452.45,0.00
b2706b29-4fbf-49a4-871d-e9a9861fb42b,AE,0.0,0,0,17862.11,0.00,0.00
62865ef0-0460-4e64-a545-3aa9a2c2e2c8,A05,,0,0,170200.00,0.00,0.00
20d12082-e57a-45cd-8ea9-7fe3dc031f9f,X,,0,1,9089.01,936.41,0.00
db93b2f8-8ff7-427f-a401-fb4b90356575,C,,0,0,25500.00,0.00,0.00
51062fd2-ae19-457a-8a7c-38cdc2888c3a,A01,1.0,1,0,4859.65,2183.54,0.00
acdf8000-e5ba-4b2d-90c9-5baec1122091,AHB,2.0,1,1,304.60,382.15,0.00
c56935e9-268f-4e83-8a07-63001af6e7ce,X,,0,0,,,
ce3a0fc0-30d5-4303-8562-8291b5cdf94e,A06,,0,0,,,
9c8583a7-a7f6-4b4b-aa6f-3bdd35b6f83c,A,,0,0,6046.70,0.00,0.00
40b69263-c43a-4fbd-962a-ec7f84c2eab3,A08,,0,1,1628.52,0.00,0.00
46ec67da-e1fc-434a-bb93-d52624e0fb9f,AE,,0,1,3517.64,0.00,0.00
bc1bf728-37e4-42b4-8433-6696d8e77652,A14,8.0,0,0,1757.01,233.00,0.00
52ea62ba-d0a6-48e5-96f6-d83fb1f949ea,A01,0.0,0,1,1782.50,0.00,0.00
ef05e796-22ce-49c7-b1df-6cc688ab7b3a,A21,,0,0,,,
3492c069-9e7c-4f0c-ba05-14525c331a9a,A06,,0,0,8593.69,0.00,0.00
30b43ef5-8922-426e-8188-0a41fabccd27,A15,,0,0,4302.80,0.00,0.00
01fdb21f-c411-49d7-ba93-78527c6a50de,A10,4.0,0,1,,,
71a28ccd-db20-4df3-89ad-ab827e84ceef,AE,1.0,1,0,15080.00,0.00,0.00
79d55972-41a0-4930-bd92-a91f564390e5,AE,,0,0,63093.69,31500.00,0.00
d3ae068b-934a-4b47-b45d-8ef534dcfc9d,C,,1,1,48922.30,14594.48,0.00
c9d5bd26-6043-4b1f-92d5-7aa7e3bf0433,A15,,0,0,1878.00,234.00,0.00
4732e68f-7acc-41a0-8ba9-b71bd4e926eb,AE,,0,1,133549.84,53000.00,0.00
4f540cd3-b85d-4bd4-81f8-27b68ad2ac6f,AE,,0,1,197575.35,63177.93,0.00
3ce65e75-0e65-4eb0-b0ee-317a5d26fd91,X,,1,1,,,
0415cf3a-790e-4964-9f85-1b125c66fa8f,A,,0,0,13125.32,0.00,0.00
3061993b-4eda-4ab1-b3f1-3a5739918682,A07,,0,0,3443.45,2351.50,0.00
0b82109f-a702-4eec-93ea-714fb967e310,A09,5.0,1,0,,,
86295661-385e-4466-afe1-ab70d1fd64e1,X,,0,0,250000.00,0.00,0.00
129c91cc-1c6b-4d86-9067-917d55c66c91,A01,1.0,0,1,0.00,2500.00,0.00
16711f28-4376-420c-8835-604e13714461,X,,0,1,,,
98713d71-b1e5-4396-a351-35190f810826,A13,,0,1,,,
299204ab-0fb5-4d28-915f-16c2e3a03dae,AE,5.0,1,1,,,
e15695b1-d830-4ad9-9195-f286e352a201,AE,,0,1,106473.79,23352.77,0.00
7369dcde-36f9-4b0e-8fd6-cebf33aaf2b7,A05,1.0,1,1,76100.00,14600.00,0.00
994fc1c1-2c18-4649-85f2-1393328aaa91,AE,,0,0,1002.40,0.00,0.00
064a900d-4672-41df-b31f-b1059857ddc0,AO,,0,0,4502.54,0.00,0.00
6c40032b-34ac-4c6e-89fe-dbd5e91127d4,X,,1,1,17794.26,0.00,0.00
ff82af50-a950-4235-a267-b660d43c2aac,AE,,0,1,55737.75,486.46,0.00
4df6d6c2-ed60-47f1-9641-ed295d7fca82,A,,0,0,23169.23,10000.00,0.00
6f16dc7b-bcc9-43e4-a9d5-a042a3189307,X,,0,1,5159.73,0.00,0.00
cfb1eca7-6a3d-4f9c-a29b-bcde32ef456a,A04,-1.0,1,1,2490.26,0.00,0.00
1600382b-df18-4173-b241-d08ddecc0085,X,,0,1,78546.54,39049.20,0.00
c7a21b5f-a7d7-42a5-b5bc-e7a8694357a2,A10,,0,0,12612.60,5861.00,0.00
dfcf0882-25e3-485f-aaeb-9bdb37d94eaa,AE,1.0,0,0,738.08,0.00,0.00
e6716dfb-11a1-4578-8f60-aa4cfb5ee557,AE,2.0,1,0,4383.96,0.00,0.00
119dbfb2-2d42-410a-ad57-d1e7ee3714ba,,,0,0,1168.50,1070.00,0.00
2968804d-c445-4b5e-988f-4f4a6897d307,AE,1.0,1,0,,,
57e38ac7-be30-4731-8d7d-fe6eb2b444e8,X,,0,0,808.86,0.00,0.00
60b43b36-9601-4d6f-b2e0-75d6eb465ade,A,,0,1,0.00,0.00,0.00
da18557f-706b-4539-979e-8a9dece6fefd,X,,1,1,,,
6d06f76f-58ec-42f0-b9fe-a0031290575f,AE,,1,1,34342.78,100000.00,0.00
5d5abf7c-c85a-48a4-8e52-4a42fa552857,A,,0,1,0.00,203.00,0.00
a1c26d56-77c7-45c1-acfc-acc8e9f8512b,B,,0,1,,,
3ccb072d-6d86-43ba-b80a-731dfd776cf3,X,,0,1,254.21,0.00,0.00
386ff19c-7298-4e17-8725-dce3e0a035f8,X,,1,1,,,
25cf430d-713e-4701-874a-34f37961edbf,X,,0,0,25139.02,0.00,0.00
53bb6370-6ca6-4f82-8062-a50ecf8a8ca0,A01,,0,1,,,
4807543f-78ed-4e6d-be0c-f7b0ebd5f608,AE,,0,0,17300.00,0.00,0.00
d55c4fe5-ee8a-40c4-95a0-acd62a64d0fb,A03,,0,0,5015.50,0.00,0.00
28192bde-1ebf-457d-b7d1-727a02e445e6,A99,,1,1,13166.56,0.00,0.00
2776e33c-f842-4404-9214-83ebc1099454,V21,,0,0,48350.80,7945.22,0.00
951b6222-e735-4bfd-b972-e7d120f301c2,X,,0,0,144660.66,0.00,0.00
cf3766c8-61de-4811-8b78-a5c2c2294582,X,,1,1,,,
8cfce759-cd34-482d-8799-f5dc9f405de6,AE,-4.0,1,1,248899.55,66900.00,0.00
7779e114-4b4f-4fde-8fa6-59d1ebb18b96,AE,1.0,1,0,2797.41,0.00,0.00
a2ef5237-9832-4898-a96a-d71e1966076b,X,,1,0,0.00,22995.17,0.00
bf0e660b-a5dd-415c-ba0b-826270e70851,C,,1,1,32466.75,3082.69,0.00
f8f96009-e66f-4344-9601-ede2c4d7536b,AE,,1,0,,,
1b88b214-8e85-4c26-8de1-0726984c7574,AH,,0,0,,,
d7a05fb1-18f7-404b-82f5-e672299d105b,AE,0.0,1,0,88000.00,0.00,0.00
8f979bed-09dc-4df2-8d16-9e2613cd26bc,X,,0,1,88979.98,0.00,0.00
ca8d2d76-263f-44a2-b9f0-b684c7e36707,C,,0,0,421.60,1034.20,0.00
0bd63ab6-1d4a-41fd-86a2-28e5d3d1bf36,AE,,0,0,,,
f74281dc-285b-4ab9-a152-d5d9a3833612,AE,-13.0,0,0,500000.00,110718.05,0.00
10a02069-cf0d-4e31-bf67-925daad18656,AE,,0,1,7130.03,84.98,0.00
9a5f4010-17e6-498e-9d11-fd7ba1024d40,C,,0,0,43186.39,27447.07,0.00
6fe108b9-30f2-4c8d-a273-bf180f1a8eb9,AE,,0,1,,,
0a329005-730d-4d0d-a559-0453e82cb860,A13,,0,0,4258.35,0.00,0.00
71d394dd-2f93-43a5-89cc-b74ea3bafaac,A02,,0,0,2469.00,0.00,0.00
c584ef34-5ae4-4d9f-9e69-ba8ce0c23ac0,AE,,0,0,72844.65,0.00,0.00
a33cbbad-0e62-4027-82d2-e877a0dd4dd1,A,,0,1,5516.32,0.00,0.00
bb3a1ce4-330e-4e8a-bacd-48a14dbc11e0,A14,1.0,1,0,242000.00,0.00,30000.00
d1e9f638-4316-4326-b38f-34f18056841a,X,,0,1,30412.76,7167.27,0.00
33813d1c-8e40-4a87-820b-8a9c4343f152,C,,0,1,4262.22,0.00,0.00
b46567fe-4fd0-46c0-8ba4-1d3747061669,A08,,0,1,23866.62,376.98,0.00
3520dea8-8c99-44b8-8004-245e6a4f5230,C,,1,0,34815.26,14114.48,0.00
cc68fac4-bd8b-415a-9675-e41f134022c9,A07,3.0,1,1,,,
9705e10f-2322-40a8-b021-5e375ac935b5,X,,0,1,,,
feb48a93-7ff1-4f21-aff2-e279501c6740,AE,,0,1,11037.66,0.00,0.00
371f8611-7f05-47d7-a92a-1876416b97c2,X,,0,1,59508.80,27781.76,0.00
c7654872-fded-4401-ab8f-fdd0a231c1dc,AOB,0.0,0,1,37768.33,13686.13,0.00
cbb2a701-36b6-42b1-bddb-c2d4f7d6859a,X,,0,0,0.00,1000.00,0.00
b084584c-ad28-4e31-8a8e-713a9ed4a10d,X,,0,1,50000.00,0.00,0.00
0b2db6e1-6591-490f-bf82-449a4e54c469,X,,0,1,,,
ac9e6474-70f2-487d-b2df-d76d1425c275,X,,1,1,,,
65813527-53ce-40ea-b114-cb271c1a2174,A04,0.0,1,1,0.00,2500.00,0.00
ef4510b6-a9d1-403d-b4df-cad2b2f69053,AE,,1,1,,,
626b6ebe-e23d-47fd-b27a-08d81018000e,A08,,0,1,,,
c8d0b740-854f-4f72-bed0-07c46e00fdfb,A,-1.0,0,1,1073.48,0.00,0.00
e390fffa-67bc-42b4-8449-b1b692ce9089,A03,1.0,0,1,,,
3075000f-17cd-4d6a-b6e2-2ff5a8649080,A02,,0,0,3846.81,0.00,0.00
8e544387-8d0f-4d76-bb13-f76042ca39d4,A10,,0,0,218.00,0.00,0.00
a818280a-953f-4b4b-a226-cbac3514bde9,AE,,0,1,56149.33,0.00,0.00
8136582b-62aa-424d-a5e1-c8ceaa967ffc,A06,,0,0,2081.68,0.00,0.00
d5911e77-4064-4fba-acd4-09ebba71239c,AO,,0,0,80540.42,0.00,0.00
164a26a0-07ac-4ab0-83ee-a7cc0790396c,C,,0,1,,,
2bef41a8-95bc-45f1-a1fa-4c540f08987e,A05,1.0,0,1,,,
f7560eff-b085-4e89-b3a9-7c09a70b3657,X,,0,1,38621.08,8452.46,0.00
cddadcac-f781-4032-bf9a-6c565b261830,,,0,0,0.00,187.00,0.00
f66a00a9-4f67-47f4-a7bc-1667747ba748,A01,0.0,1,0,,,
25f4e0c4-862b-4c2d-8dd6-efce57d57be0,AE,4.0,1,1,2122.65,0.00,0.00
f873f886-2c5f-49c5-915f-470fbda2fd83,C,,0,0,5214.70,0.00,0.00
1b0e0c00-9922-4415-8247-e6685849f90a,X,,1,1,,,
d50b55af-427d-43d7-bab1-4b28395aedc5,X,,1,1,,,
4aea409b-6fe1-42ab-bfbb-f158363764f8,AE,1.0,0,0,,,
26c0ee7c-8a86-446c-a1a5-6a643a86527e,X,,0,0,14541.55,3832.50,0.00
996d7719-989a-4440-a853-352036a68b71,C,,0,0,,,
5bb8a5ce-7a7a-4e0c-8b1a-ea4bd4d75d57,AE,-8.0,0,1,7769.85,1455.52,0.00
212ac160-b39f-435f-b1fb-45ab093fbdb7,X,,0,0,7371.98,904.59,0.00
04dc9e5a-3428-4d4d-8774-81e7c72478f2,AE,1.0,1,1,,,
a9b21bf9-0a96-4d1f-a9a8-745dd6a83542,A14,,0,0,12430.92,3428.95,0.00
fde826bf-22aa-412f-8a51-9fbe71ec0b3c,AO,,0,1,5875.65,0.00,0.00
40209c34-8284-4e86-b922-3837f37470e2,VE,,0,1,38500.00,0.00,0.00
d4211414-22e3-4103-8ccd-09230b9c2939,AE,,0,1,67501.35,0.00,4350.00
b7960ba2-6b45-4f85-bd35-048f74b49706,AE,,0,0,,,
d3fb8209-1296-4b5a-8129-60d7485a4ae8,X,,0,1,26211.36,30699.70,0.00
e68e15ca-1fa9-416e-8761-2c7ee2ee4d06,C,,0,0,43380.34,0.00,0.00
ecfd18e4-776b-4ccb-a278-0a8413b35205,B,,0,1,4249.17,2021.75,0.00
e3f3e231-1b74-4261-9b12-cafc02d5f08c,C,,0,0,735.68,0.00,0.00
dcb834dc-9e1b-4af3-aece-358801539a9e,,,0,0,3956.55,0.00,0.00
54516d2c-988c-44ff-9ee8-f2764f7a50f9,A04,,0,1,,,
fffaebdf-2db3-4d8f-adb1-66ee4165e67d,A06,,0,0,,,
b190341d-d994-4e2f-bced-ac2be4b71bff,X,,0,1,34034.19,3551.79,0.00
72fd579a-b53e-4dbf-b56f-fff93d9da251,AE,,0,1,80100.00,0.00,7000.00
607a529f-872b-44bc-a73b-d3965dee9c6a,AE,,0,1,18672.78,0.00,0.00
d0a7b091-a997-447d-af46-c615b679b1bc,,,0,0,4360.60,4034.00,0.00
2cccf002-3174-4180-a180-132e30679281,B,,0,0,,,
1ee72206-1ab2-42ee-97e3-8e2ce06b2768,A09,,0,0,12907.98,0.00,0.00
0cb2fcde-5530-4638-b0c1-a75551b1d387,AE,,0,1,116851.19,35648.05,0.00
c3aa21c2-39e7-46f5-b258-8af7e146b1a3,AE,2.0,1,0,7451.57,0.00,0.00
196d41af-b3f8-4c09-90e9-ea975895b334,AE,6.0,1,1,,,
71b5e756-19a2-4789-9d32-30b39754f7f4,AO,,0,0,100.00,0.00,0.00
45156512-99be-4e0d-9182-1f0746463526,A11,3.0,1,1,1082.20,0.00,0.00
f29ea153-50c0-4244-82e7-be52b1dcdb7e,AE,,0,1,6774.78,0.00,0.00
724fd825-b42a-4bec-943c-332337e275b1,A07,,0,0,49191.04,8775.36,0.00
e95d506c-d618-4a20-ba95-a48cb5207546,X,,0,1,15431.10,5619.57,0.00
26383351-aa5a-43a0-b2f1-10d2531bb417,A,,0,0,26597.02,112.50,0.00
d4a4e604-d990-485c-a0e9-5d02e8ff5a1f,X,,0,0,3192.73,0.00,0.00
5f38bd0c-6afd-451d-9e03-6aad46b29560,AE,,0,1,8000.00,0.00,0.00
0767f951-513c-44ca-b716-a146ab972013,AH,,0,1,1056.91,0.00,0.00
623bb4fe-215f-48ec-899d-ae1ed4f31f4f,B,,1,0,,,
82058c60-72c1-40b1-bc34-3918470379af,X,,0,0,10666.59,0.00,0.00
e9b41f4c-3861-483e-940b-85d6159d58e5,B,,0,1,,,
0f8d026d-585f-4dbe-913b-a04d86bdbfca,X,,0,0,55065.22,0.00,0.00
90fec92a-9d21-4d16-9a8b-377ad08f9ec8,AHB,0.0,1,1,,,
05c945e3-bb56-4768-b9fe-7eb4305f4522,A05,,0,0,,,
f71227f1-9b92-4392-ba3f-b0bfbf39ba65,X,,1,1,,,
8b385d58-27a2-4dfc-8813-4e6faa1e1724,AE,,0,0,5521.15,9869.44,0.00
f64a9111-ffe4-4e8f-b131-4f287e10d8a4,AE,,0,0,1606.73,0.00,0.00
1642825e-ff8e-4912-9f73-8b64fd36cd6d,,,0,0,3250.00,0.00,0.00
a1e76f2a-31c8-494b-be92-852d0684cb7c,X,,1,0,70749.93,58154.12,0.00
5b14d7e9-fb0d-4599-bf1b-a85ce93e20bf,X,,1,1,8737.17,0.00,0.00
5f777df4-197f-4bba-a6f6-a9e359dad6e0,X,,0,1,29465.48,156.62,0.00
7fb1844a-d33f-415a-a3e0-0a222e099a5f,AE,3.0,1,0,,,
50d2961c-378c-40fe-afb3-d04f551ef694,X,,0,1,0.00,0.00,0.00
cb0021ab-e432-4b25-bac5-e8974571fc2e,AE,1.0,0,1,83000.00,15800.00,0.00
5d8aa000-0066-4b03-abb3-27e79ec44b6b,AE,1.0,1,0,7723.25,0.00,0.00
0f7df567-46be-4fb3-9089-e5b5737fca63,AE,0.0,1,1,953.95,2749.27,0.00
86a1e9fe-3bb3-4f8b-ab10-fee5186d8534,A04,0.0,1,0,983.90,0.00,0.00
0af2d27a-13fc-4b03-a817-79a968a1e8e1,V07,,0,0,632.00,0.00,0.00
88dcb179-25ff-469f-b892-587a8e8a4d12,C,,0,0,3578.42,0.00,0.00
f51e209c-6d1f-4bec-b1c1-8c134119c49e,A10,3.0,0,0,0.00,291.75,0.00
3cf2a0c3-6753-4dad-a7be-dd73fac4543c,A,,0,0,351.50,976.10,0.00
e7dfb70e-4c2b-4aa3-b1ef-a504cde6ee51,AHB,2.0,1,0,,,
fc9a205f-c456-4158-a351-ffb4503bd5a2,C,,1,0,,,
c33c7e9f-2899-4cb2-9cfe-da40409a78cd,A08,,0,1,,,
57a9dc62-e6fb-4900-9361-313e7feedfa2,X,,0,1,,,
62e045cd-2857-431d-8896-f1e7800c875a,AE,,0,1,0.00,0.00,0.00
9f440902-c468-49aa-8d65-804e4bdf6cc9,X,,0,0,21698.85,0.00,0.00
228ea1ef-3a21-4d23-9c69-4f3d16e7e07d,A99,,0,0,,,
2c826b0c-f50d-4d31-9528-29e99b89e25c,X,,0,0,9034.53,315000.00,0.00
a144392b-f1f6-4358-a67b-4f85626b9898,AOB,2.0,1,0,12385.13,0.00,0.00
ed5a105c-86bc-470e-9709-f45ef813fa16,A,,0,0,6364.10,1772.00,0.00
8b7a0daf-3423-4dc3-9883-863b30eab420,,,0,0,,,
d4744a40-18e5-40f3-825d-ca69b229c3be,A10,,0,0,0.00,500.00,0.00
b2f4b305-8eda-418a-88bb-b78433779264,AE,,0,1,4839.95,0.00,0.00
201ca8f5-4b39-4902-ba0b-1758cf5019c3,AE,-1.0,0,0,119768.72,21118.76,0.00
5b252252-cae6-4892-acb9-25c9537757cb,AE,,0,0,24628.15,0.00,0.00
3b4e5cb9-693e-4f22-b6e8-3e642c7ab860,A,4.0,0,1,9676.46,0.00,0.00
4737ef0e-24bb-49ef-ae3f-05beaa94bda2,AE,,0,1,94737.60,49100.00,0.00
f7159045-3aab-496a-a607-e41569fa441e,AE,,0,0,24646.37,0.00,0.00
88c0d690-99fa-4850-87c1-470fa0cd1b01,A01,2.0,0,1,658.74,5606.24,0.00
a3560736-0665-4678-835b-dd963ef656f3,V08,,0,1,44598.44,0.00,30000.00
211a117a-ead0-4a26-904b-b84b50ccd8cf,AE,0.0,1,1,,,
33e6ff4e-96cb-43c5-ac87-fd5efccec035,X,,1,1,,,
6d52dcd0-ffdf-4022-982a-fa4ec34ec555,A15,,0,1,22627.71,20000.00,0.00
8163e8b6-db0d-4dd0-8bf1-3f4132a0dbd5,X,,1,1,11113.82,1395.00,0.00
f27cc25d-40ae-43de-8fcd-53d11a246074,AE,2.0,1,1,,,
6c8e8c96-2bec-48c1-80c9-b4a9ba8b1fe9,AE,,0,0,14600.00,6200.00,0.00
be5148c9-0220-42c8-9325-bfd2fe42c742,AE,,0,1,1292.80,0.00,0.00
8a6432e8-cd5c-46ee-bdcd-05fb2ce3c7cc,A15,,0,0,10394.20,5077.20,0.00
96d9e8c7-299e-4f9b-bc3c-819dd316188d,A02,4.0,1,0,,,
01ca1240-ac0a-49a5-9a7d-ebf8d8bb3983,C,-8.0,0,0,1307.40,0.00,0.00
78ee0a09-4b51-4c4e-98a3-b311dbe63325,,,0,0,1646.90,1737.50,0.00
055dbd4c-9383-43ed-87b5-b12c886c2724,C,,0,0,159291.47,36924.06,0.00
7b2f1bbc-3444-40bc-9901-755862cbe0df,AE,,0,1,73425.15,29621.29,0.00
730b48d5-ea4b-4f0f-8122-bf904518ea4c,C,,0,0,200.00,486.00,0.00
4a67b294-e8b8-4fda-9093-0c76a49df98e,A03,,0,0,,,
9c1b8c79-fa43-4040-bb68-e3bb574303d7,AE,,0,1,473.76,4372.15,0.00
07e4c22d-a52b-47c4-9227-c9aeec2a14e0,AE,,0,1,27109.24,0.00,0.00
83f29a7f-754d-4b38-a045-3ceda1b8348c,V09,6.0,1,0,5334.93,0.00,0.00
3acf3f55-4e14-4ae0-8262-05f772bd86f4,A21,,0,0,13529.80,1896.11,0.00
8f9b8701-b944-4009-8d07-876f20ff779f,C,,1,1,4083.86,1385.02,0.00
9de636cc-0b79-4109-8d6e-6cdc0ffc915e,A06,,0,0,,,
a1fbe3ae-033f-42c6-8afb-73d23fbde7aa,X,,0,1,96800.00,10500.00,0.00
d524b153-b669-4c50-b7da-ed158568ccf2,AE,1.0,1,1,14669.15,0.00,0.00
8c2311a7-9eb2-4478-8a7c-003762bbebf4,AE,,0,0,69699.14,16898.47,0.00
ccbe9912-14de-4cde-9fbb-45612faadf44,A12,-2.0,1,1,2687.42,881.61,0.00
042aab04-be9e-417b-8b85-a5336edffde7,AE,,0,0,14166.18,14215.67,0.00
1069e3c6-6b3e-4a92-96da-52d996041a46,AE,,0,1,,,
bff5de1a-fa67-4fd3-a159-4ce3ea04261e,AE,,0,1,0.00,0.00,0.00
9d78d091-b5b8-45c9-8ad9-348610d814cd,AE,,0,1,40167.96,10000.00,0.00
c05045a0-3d62-4520-8bba-7d7feafde442,X,,1,1,4252.89,2842.79,0.00
23adb450-df69-4d77-a4e5-8ee306fc84ec,AO,,1,1,,,
fd993d89-bc8a-42ae-8350-1a688fec4694,A08,,0,1,30104.04,608.00,0.00
10fca287-0462-4bf4-904d-afccd6bece11,A03,,0,1,44583.90,19396.81,0.00
00eff701-643c-4e27-8b3e-c900429862f1,A23,,0,0,,,
50d7a1b5-8552-4353-a0ef-78eaa9954e16,AE,,0,0,24043.82,0.00,0.00
bf67746b-667a-4d64-9417-683e6d9f687b,AE,0.0,0,1,22557.27,53.32,0.00
7a5a0fd0-4b56-409b-92bb-5d95e5b2f00e,AE,,0,1,6834.68,0.00,0.00
68c55089-d1f1-48aa-85aa-fb007414c10e,AE,-1.0,0,1,143046.48,9400.00,30000.00
4d684c1f-8749-4cbe-9ee6-bba5e3294a49,C,,0,0,4309.83,1145.00,0.00
8779db18-7664-4e01-91c7-9e02781dc973,X,,1,0,,,
d50af863-f7a2-4522-98f7-dee6b9a1aabe,,,0,0,13386.00,1493.00,0.00
9dd63a3b-552e-42bd-8529-b8bb5d982997,B,,1,0,3672.97,1258.94,0.00
df367eda-b418-474a-a702-2a2fe3f35734,AE,,0,0,68414.52,21739.70,0.00
af57753b-9e7e-4b5f-b9fb-b32e393f8c47,X,,0,0,0.00,5153.86,0.00
1c95609a-60b4-4607-bcc1-0181df13e59e,A02,,0,0,7064.39,0.00,0.00
cdb319b9-c748-44d5-82c6-327958d0198a,AE,,0,1,10973.91,1793.19,0.00
88b82679-3939-456b-be91-eae29d6b7635,AE,1.0,1,0,219768.42,0.00,0.00
daaeff43-edb1-49dc-b23a-d023f75a2450,A02,,0,1,251.45,0.00,0.00
785fad0f-4ade-4442-8ba4-5e67864fbbc8,A18,,0,0,6125.75,46.00,0.00
e804e9bb-3928-4d75-a5ab-24250cbfcf16,A03,,0,0,32000.00,0.00,0.00
2285e351-4f76-4373-814a-c946bee49955,A,,0,0,26190.76,0.00,0.00
7ad3e812-f323-4ce8-99a4-2c252d3f262d,A12,,0,0,750.00,0.00,0.00
fbd939a1-1abd-47ac-8187-4b82cab46eb0,A04,,0,0,36000.00,0.00,0.00
3ad052d9-f4a4-40d0-a94d-b80fa8f6652e,C,,0,0,17203.16,0.00,0.00
b21f4048-2365-486c-bc03-708aa1f5f671,AE,2.0,1,1,,,
4d5f3c71-078c-4b6e-998b-5559d657c105,C,,0,1,,,
1afc2002-2c92-4b5a-8091-0da052334444,A01,,0,0,15812.41,10000.00,0.00
ca11bf93-a007-4398-b422-72a128aecc9d,C,,0,0,1216.00,0.00,0.00
9604927a-f28a-4cfd-91de-df86f99673d4,AH,0.0,1,0,25722.58,0.00,0.00
659ef9d3-3ffa-4187-98d4-121135a60913,AE,1.0,1,1,59921.70,83452.45,0.00
78b787f7-4388-40bf-86e5-dd5da8fd8b80,AE,,0,0,12289.97,2946.21,0.00
bd5a0be7-89f5-4898-af3f-13327c88c096,X,,0,1,11217.73,8904.46,0.00
f12ff92b-3c79-4330-afbe-40ebb1f122ba,AE,,0,1,191263.69,0.00,0.00
5542c1a3-d6fb-4f97-ab0a-75a23760808d,X,,1,1,,,
bde4a591-2666-405e-8f0d-231ecbbeeb71,AHB,2.0,1,0,,,
f958b3ee-0627-4ca1-a41e-e43a0663d29b,X,,1,0,,,
a8a78470-9e9b-44e0-a977-231c9c93e571,AE,3.0,1,1,0.00,12756.95,0.00
a0c5ccbe-bb67-4392-a051-8f2a3828bdcc,AE,,0,0,35000.00,4000.00,29997.86
a925140c-d6a0-41e8-8963-726478a72d1b,X,,1,0,4617.69,0.00,0.00
125c30c0-cff8-4606-808e-44802abf7896,AE,,0,0,,,
8324f271-d829-4382-9993-f866e4252080,AE,,0,1,,,
ce9a3900-6504-474f-ae08-5879f724fe65,AE,-4.0,0,1,64231.85,30000.00,0.00
096177e0-c5c4-47fc-8e16-07a7eb7ff571,A11,,0,0,,,
baffb717-c358-4133-8f86-46c848739204,AE,1.0,1,0,,,
9eab8e7c-4dfc-4960-9b57-7ed87b0e851a,A15,,0,0,26924.05,0.00,0.00
5b2becb6-531e-470c-9b96-0cd03944d355,AE,0.0,1,1,13761.32,12010.15,0.00
05283864-ce75-4bac-a816-e533f7c0f2b3,AE,0.0,0,1,62352.03,20000.00,0.00
609ae450-2556-430a-bf56-ec7125e662fe,AE,,0,0,8300.91,3311.20,0.00
c8410240-a721-4abf-a306-427c28186345,A13,,0,1,,,
fa420646-3c96-46b2-9c31-2fa3861c6d77,AE,0.0,1,1,977.04,0.00,0.00
65f529e2-b137-43d9-8263-bcc4071317ec,,,0,0,2394.79,1209.01,0.00
d0f0b961-482c-4b3f-8148-ede2c139f0e3,A,,0,1,,,
af79e763-c1c1-45e8-aaf5-cd6f5bc04af6,AE,3.0,1,0,3596.50,0.00,0.00
0a5976e7-c058-4021-b7c1-b029e72709b0,A07,1.0,1,1,11474.46,984.00,0.00
ebe1a9a7-481e-4711-a75a-9d30c326e82a,C,,0,0,58597.54,1138.50,0.00
c04a68ed-a826-44dd-8848-6aadb16ce58c,AE,,0,1,32447.48,0.00,0.00
f9d5ea18-1e25-4361-a8a7-e64c31771331,V21,,0,0,17912.98,4863.40,0.00
ddfcd129-0332-4fef-80ce-401ec669c034,A08,,0,1,39750.66,0.00,0.00
