path,horizon,state,n_claims,total_loss
55,6,0,2,13848.535808112028
55,7,0,2,11835.238102140353
55,8,0,2,27438.2148443989
56,1,0,2,15607.791146969566
56,2,0,1,97.7250884656648
56,3,0,3,40335.47169689789
56,4,0,1,24640.195354354473
56,5,0,2,12184.264822769379
56,6,0,1,2089.553593471583
56,7,0,2,28916.07584878825
56,8,0,1,751.5687815960902
57,1,0,4,81697.26222284148
57,2,0,4,60057.867474326194
57,3,0,0,0.0
57,4,0,3,63984.62855142187
57,5,0,3,3413.03201199759
57,6,0,3,101698.51823089426
57,7,0,2,4607.197843652415
57,8,0,3,23934.043193925496
58,1,0,4,15222.298493122178
58,2,0,4,97373.59576250926
58,3,0,2,1968.3761187355606
58,4,0,5,105713.02650117964
58,5,0,4,37371.42662973756
58,6,0,5,23644.93006549774
58,7,0,1,289.07104172861966
58,8,0,2,1775.1480864810394
59,1,1,35,806675.047436157
59,2,0,2,23542.021618538474
59,3,0,1,18031.928063651932
59,4,0,2,137999.06053964497
59,5,1,36,1073620.8710005383
59,6,0,3,17512.819595120527
59,7,0,1,11156.553752932918
59,8,1,23,656128.4675943934
60,1,0,2,8244.477636264648
60,2,0,2,8808.83237456539
60,3,0,0,0.0
60,4,0,3,18510.1891167835
60,5,0,1,2472.539603100652
60,6,1,26,790313.7349581836
60,7,0,1,4655.278645086681
60,8,0,1,5456.584951904039
61,1,0,3,11666.751785259194
61,2,0,6,63817.740624813065
61,3,1,32,778794.2946106361
61,4,0,1,4700.791788791671
61,5,0,4,42537.92423094099
61,6,0,3,7700.049418277113
61,7,0,2,4576.634484200957
61,8,0,6,20776.57042362763
62,1,0,3,75307.8070910677
62,2,0,1,3398.533666982295
62,3,0,3,39955.27531844108
62,4,0,1,5097.481667104555
62,5,0,4,93956.46322170457
62,6,1,24,604465.8492049262
62,7,0,0,0.0
62,8,0,0,0.0
63,1,0,6,47566.17735629208
63,2,0,2,11838.956466242618
63,3,1,27,774103.218770693
63,4,0,0,0.0
63,5,0,4,50630.55601022356
63,6,0,3,27584.74562890273
63,7,0,3,28480.149416353903
63,8,0,1,489.6070005978641
64,1,0,3,14024.650204616562
64,2,0,0,0.0
64,3,1,30,564249.8627517995
64,4,0,0,0.0
64,5,0,1,12710.600976804324
64,6,1,28,594472.8561818522
64,7,0,3,1534.0225881867234
64,8,0,4,40532.61308801411
65,1,0,5,34205.63657180259
65,2,0,7,38657.49226425478
65,3,1,26,748861.7251608714
65,4,0,1,989.4433923805204
65,5,0,1,3867.246136072417
65,6,0,0,0.0
65,7,0,4,45209.651281024584
65,8,0,4,50244.48594409945
66,1,0,2,14714.078957215947
66,2,0,2,13178.503958020754
66,3,0,2,11423.90214377438
66,4,0,4,7879.600473709086
66,5,0,3,4784.917407301106
66,6,0,2,17038.954597731823
66,7,1,29,828874.0412643313
66,8,0,3,23221.938301374044
67,1,0,0,0.0
67,2,0,4,124930.69083560802
67,3,0,1,15889.116096541022
67,4,0,4,15826.136490848407
67,5,0,4,66604.83515915251
67,6,0,4,50037.31874871909
67,7,0,4,40613.32500520415
67,8,1,20,441519.12500947725
68,1,0,6,23130.732382307986
68,2,0,1,5753.38582765482
68,3,0,4,51660.54073388217
68,4,0,3,21667.25889692136
68,5,0,5,45316.508251763225
68,6,0,2,24228.639322947885
68,7,0,2,64262.767092072936
68,8,0,1,2206.6835809448153
69,1,0,2,32954.12023176614
69,2,0,3,23434.537928134487
69,3,1,24,562580.6009808937
69,4,0,2,8246.613002366106
69,5,0,1,1957.0858513042394
69,6,0,4,42342.880412853956
69,7,0,1,18488.506507312417
69,8,0,6,27353.502749859443
70,1,0,2,34938.99982459263
70,2,0,1,194685.58688969526
70,3,0,1,17476.755285434643
70,4,0,3,39372.6453516358
70,5,0,1,1175.0052831603396
70,6,0,3,13093.671497744735
70,7,0,2,17179.957702315878
70,8,0,2,7766.618215078481
71,1,0,3,35899.74120552822
71,2,0,0,0.0
71,3,0,2,49701.46427528996
71,4,0,7,964048.2327807404
71,5,0,1,19661.849073358357
71,6,0,3,13859.545223367193
71,7,0,4,40642.194283738674
71,8,0,2,9212.611094878783
72,1,0,4,31563.299966250404
72,2,0,1,1153.9952828815742
72,3,0,2,61635.553955378775
72,4,0,1,39165.585850263975
72,5,0,2,11057.198492064106
72,6,1,33,762426.628151991
72,7,0,2,9693.880537998866
72,8,0,1,714.3269801801255
73,1,0,6,24736.966195284276
73,2,0,2,4304.908383219026
73,3,1,27,807009.5208881253
73,4,0,2,4579.751296266604
73,5,0,1,1746.7811926723675
73,6,0,6,61776.1623599289
73,7,0,6,515610.26586507575
73,8,0,5,60041.745383462025
74,1,0,3,36490.58481239443
74,2,0,3,15865.473262651652
74,3,0,1,10763.841629435037
74,4,0,2,11335.303678742177
74,5,0,4,197400.10844600367
74,6,1,29,607253.7272310455
74,7,0,3,60117.38203196266
74,8,1,30,866541.4424606137
75,1,0,1,3107.133736941915
75,2,0,4,57387.551507047894
75,3,0,1,2200.8823170807136
75,4,0,0,0.0
75,5,0,0,0.0
75,6,0,5,43315.64075937636
75,7,0,4,42865.03217847146
75,8,0,1,22282.774768606167
76,1,0,1,1483.6442774844877
76,2,0,2,13943.383742239495
76,3,0,1,24254.98219114989
76,4,0,2,26929.109873202728
76,5,0,5,45729.721910032684
76,6,0,2,9477.608404712508
76,7,0,1,2254.418784456108
76,8,0,2,142791.34276075734
77,1,0,2,5052.738537898548
77,2,0,1,4284.386509688516
77,3,0,0,0.0
77,4,0,0,0.0
77,5,0,5,72222.30063493902
77,6,1,31,1078192.3170524314
77,7,0,1,1160.5513063311407
77,8,0,2,97917.46124950025
78,1,0,3,37417.91045115915
78,2,0,5,36929.29035865551
78,3,0,4,49052.27430669434
78,4,0,1,1068.3618331712767
78,5,0,2,41657.975697626505
78,6,0,2,69169.85116544292
78,7,0,3,123796.70153633415
78,8,1,29,798465.955164842
79,1,0,2,8085.805124004922
79,2,0,4,158169.80526787532
79,3,0,4,49982.70366319051
79,4,0,4,31458.801984526875
79,5,0,1,46377.19957490113
79,6,1,21,470599.42889649357
79,7,0,5,83128.3464954798
79,8,1,25,684507.3976011216
80,1,0,2,1303.2685029683234
80,2,0,2,14503.068489236153
80,3,0,1,16600.973032810143
80,4,0,3,42155.51304459798
80,5,1,21,527349.3325825719
80,6,0,1,939.1292718224793
80,7,0,3,17125.46908305707
80,8,1,39,842971.3332196188
81,1,0,0,0.0
81,2,0,4,34235.58575339776
81,3,0,0,0.0
81,4,0,1,70409.01617654167
81,5,0,2,104052.8430448835
81,6,0,6,121977.8995704086
81,7,0,7,62453.25206275413
81,8,0,3,39701.07219101527
82,1,0,0,0.0
82,2,0,1,6130.195097968243
82,3,0,5,175178.5145832659
82,4,0,3,15090.793611399236
82,5,0,4,149564.74432401033
82,6,1,20,384817.4951289161
82,7,0,3,241260.77410193384
82,8,0,3,51752.56008479367
83,1,0,1,2120.243241031962
83,2,0,2,178781.77152044117
83,3,0,2,30001.988095937326
83,4,0,2,16710.176838982155
83,5,0,3,7178.905186666103
83,6,0,1,81851.81783322363
83,7,0,0,0.0
83,8,0,3,41960.470532855936
84,1,0,7,125578.4018287764
84,2,0,0,0.0
84,3,0,2,20773.278819619638
84,4,1,33,1032554.2961795239
84,5,0,2,3746.0279899214256
84,6,0,3,20430.274038884134
84,7,0,1,396.3847850330474
84,8,0,3,16042.10017507523
85,1,0,0,0.0
85,2,0,2,43260.51361887617
85,3,0,7,94834.27889892824
85,4,1,17,465886.7939629315
85,5,0,0,0.0
85,6,0,4,187293.39690271355
85,7,0,3,82401.3049989378
85,8,0,1,5515.257737928293
86,1,0,5,78858.40345613044
86,2,0,6,65322.62859452088
86,3,0,2,17260.307739333246
86,4,0,2,11264.468867497559
86,5,0,3,177506.18623186575
86,6,0,3,39270.261510439035
86,7,0,3,23965.5591411742
86,8,0,2,4630.813841162924
87,1,0,4,11104.708271926489
87,2,0,2,6462.720899672686
87,3,0,1,8219.30379817988
87,4,0,1,989.5175917039389
87,5,0,1,390.2101075329809
87,6,0,4,36633.439507797004
87,7,0,4,108335.5076256097
87,8,1,21,412768.27725561784
88,1,0,2,18192.673080400396
88,2,0,3,25135.18797736876
88,3,0,2,89560.40353707124
88,4,0,0,0.0
88,5,0,2,8402.004919403762
88,6,0,3,9452.868674423915
88,7,0,3,147425.19171448107
88,8,0,4,16012.525698331581
89,1,0,4,127990.95526734352
89,2,0,1,2104.871816986794
89,3,1,29,835005.371296419
89,4,0,0,0.0
89,5,0,4,28189.306932183557
89,6,0,3,8414.886931910416
89,7,0,2,27931.80331559783
89,8,1,19,370629.00977967196
90,1,0,2,5325.404016280346
90,2,1,32,844204.6128346884
90,3,0,2,40862.47077752491
90,4,0,9,222887.7115267627
90,5,0,5,39431.65345689842
90,6,0,4,21544.00900297865
90,7,0,3,54694.588776548146
90,8,1,21,521148.10995010025
91,1,1,21,451802.9666744633
91,2,0,5,92176.5128140318
91,3,0,1,12659.819427875947
91,4,0,3,59860.6198819563
91,5,0,3,24675.404623884628
91,6,0,3,5916.926002044591
91,7,0,1,5077.158015221689
91,8,0,3,25408.50847397397
92,1,0,4,79217.71190328122
92,2,0,3,43237.71116065375
92,3,0,1,17415.8250582934
92,4,1,18,465081.4112383268
92,5,0,2,11687.479749470242
92,6,0,1,8724.02927062822
92,7,0,1,7354.104940376431
92,8,0,1,6107.447057781567
93,1,0,3,56040.8649637131
93,2,0,5,120280.29891880392
93,3,0,0,0.0
93,4,0,0,0.0
93,5,0,6,49764.617539230756
93,6,0,3,15567.101614886913
93,7,0,1,3147.9852479671235
93,8,0,3,27762.776143119543
94,1,0,1,67845.09715922773
94,2,0,6,188849.46229610522
94,3,0,1,1260.4557016056121
94,4,0,3,63630.271327123926
94,5,0,0,0.0
94,6,0,1,42115.62609774401
94,7,0,3,14727.884996346866
94,8,0,6,76620.53202903071
95,1,0,5,94841.00907800987
95,2,0,1,4141.110784702895
95,3,0,0,0.0
95,4,0,3,18810.648718181237
95,5,0,2,137623.66929275086
95,6,0,4,113616.02548159043
95,7,0,2,7033.970719893081
95,8,0,1,5031.45212797174
96,1,0,2,5327.816783909606
96,2,1,24,545322.9285950019
96,3,0,6,191197.6741034941
96,4,0,5,186077.61277866084
96,5,0,1,68225.29547295689
96,6,0,1,3043.918989808366
96,7,0,4,51406.06567571048
96,8,0,3,86776.00919521577
97,1,1,21,721787.2751054007
97,2,0,7,38757.32615826995
97,3,0,3,76018.64166783373
97,4,0,6,27021.14719166674
97,5,0,4,72100.51650013636
97,6,0,2,14342.32144581787
97,7,0,1,4603.59495791382
97,8,0,1,4242.1543593372135
98,1,1,33,683648.664556644
98,2,1,36,841854.9749569845
98,3,0,0,0.0
98,4,0,2,73562.16117778017
98,5,0,3,46979.931629779385
98,6,0,2,11776.892238636028
98,7,1,26,626633.5551910038
98,8,0,1,3987.884251738304
99,1,0,2,3375.8058741683753
99,2,0,5,257089.1751304714
99,3,0,3,46676.38373802512
99,4,0,1,7232.605646446826
99,5,0,7,128860.4294225977
99,6,0,2,150790.00273697724
99,7,0,3,8243.4882235918
99,8,0,2,7250.690453569265
100,1,0,2,13178.792725684336
100,2,0,2,3868.1437018689708
100,3,0,5,136282.00140542706
100,4,1,32,788144.7683738978
100,5,0,2,187958.71470758293
100,6,0,4,24919.701150105248
100,7,0,1,19749.611048010836
100,8,1,29,1050676.6623563755
101,1,0,1,1804.404734690327
101,2,0,7,353795.88371504284
101,3,0,0,0.0
101,4,0,2,4515.528515551901
101,5,0,2,2374.0126879873983
101,6,0,3,82390.84722322618
101,7,0,2,9017.553592786044
101,8,0,2,3885.3421494205218
102,1,0,3,24398.1776265792
102,2,0,1,3104.2262620894417
102,3,0,0,0.0
102,4,0,1,5969.2933427016105
102,5,0,3,38794.61543436249
102,6,0,1,722.3245580411233
102,7,0,2,8339.441815977472
102,8,0,1,12143.891263788451
103,1,0,2,17081.0959517885
103,2,1,30,874237.8704282386
103,3,0,1,1557.3417956559788
103,4,0,4,99795.59540515438
103,5,0,0,0.0
103,6,0,3,2880.1157861447214
103,7,0,3,25862.98283964803
103,8,0,2,4917.859531265001
104,1,0,2,6594.638628310569
104,2,0,0,0.0
104,3,0,1,3994.7982475211875
104,4,0,2,23044.914055827947
104,5,0,4,47944.320761405674
104,6,0,5,128672.86444208804
104,7,0,3,40120.507122767085
104,8,0,4,44379.696845213526
105,1,0,3,5470.319431954971
105,2,1,21,503759.1879322083
105,3,0,1,3665.127621790019
105,4,0,7,53301.13225043984
105,5,0,4,71242.04260260965
105,6,0,3,16575.1979668539
105,7,0,2,24432.425472167684
105,8,1,22,672083.8613273741
106,1,0,2,30137.993362985442
106,2,0,6,48100.997523133956
106,3,0,0,0.0
106,4,0,2,16028.856518147393
106,5,0,6,45208.75157544461
106,6,0,2,22966.890563089728
106,7,0,3,8557.653480539133
106,8,0,3,24102.286023404682
107,1,0,3,12357.909692214227
107,2,0,1,30586.760560384042
107,3,0,1,9417.402946047085
107,4,0,2,7347.582706280168
107,5,0,4,73797.58335220066
107,6,1,32,683305.7014047662
107,7,0,1,1953.946866653781
107,8,0,4,31582.668094087923
108,1,0,2,4257.027347615719
108,2,0,1,995.474290552331
108,3,0,3,47053.68019578723
108,4,0,4,144258.2555209907
108,5,0,6,86699.95339160849
108,6,0,7,105070.12000157978
108,7,0,2,8085.916516140388
108,8,0,3,14575.419473267319
109,1,0,3,40966.52717251888
109,2,0,3,16816.735524945405
109,3,0,7,104206.68752391581
109,4,0,2,16827.94508800569
109,5,0,2,62993.641947354336
109,6,0,2,23760.951246096934
109,7,0,0,0.0
109,8,0,2,11042.86183909787
110,1,1,16,501035.1688848332
