path,horizon,state,n_claims,total_loss
83,3,0,5,52264.44260729299
83,4,0,4,58212.956184193376
83,5,0,3,97769.76614250983
83,6,0,2,5944.2562576287655
83,7,1,51,812595.499186248
83,8,0,4,110299.70724557595
84,1,0,3,41031.28894998793
84,2,0,3,86553.0661963677
84,3,0,6,46316.449748770596
84,4,0,1,94502.59330095374
84,5,0,1,11794.263968597275
84,6,0,2,78957.06460494897
84,7,0,3,42481.78691223359
84,8,0,1,922.135381513002
85,1,0,4,62936.23162944738
85,2,0,2,92830.85010245962
85,3,0,4,37764.63188980188
85,4,0,3,669.2044505816963
85,5,0,5,24997.38878842726
85,6,0,3,12492.497955272756
85,7,1,38,826966.0513991576
85,8,1,45,804956.9734269294
86,1,0,5,76166.5349634522
86,2,0,1,4544.356057282032
86,3,0,3,75074.91272807033
86,4,0,1,1210.9975569863338
86,5,0,3,83854.34307933705
86,6,0,7,34645.18849741924
86,7,0,2,206873.30102387755
86,8,1,37,692904.9663417905
87,1,0,1,4532.914868538497
87,2,1,45,824083.4922230734
87,3,0,2,125023.6184932103
87,4,0,6,127247.18410766611
87,5,0,2,13666.751747219332
87,6,1,39,761611.9968878974
87,7,0,1,7899.505096866032
87,8,0,2,35349.539288049724
88,1,0,5,43536.58265325579
88,2,0,2,17444.10209906208
88,3,0,4,54329.3857627133
88,4,0,3,48748.41286082922
88,5,0,2,16612.77154885169
88,6,0,4,48544.525623214584
88,7,1,39,820668.4546686372
88,8,0,2,72852.91860706743
89,1,0,1,3270.821768985782
89,2,0,4,60696.594402695686
89,3,0,2,44052.762132820906
89,4,0,1,48868.7428506014
89,5,0,6,192850.79329626774
89,6,0,1,821.0154356757064
89,7,1,44,1012529.2448141675
89,8,0,3,105598.46856856937
90,1,0,2,61966.17949024557
90,2,0,4,32699.55946710951
90,3,0,8,243722.33483689086
90,4,0,2,3366.9554619130795
90,5,0,1,1090.9711314276274
90,6,0,5,35042.88238731553
90,7,0,1,5826.3174192618435
90,8,0,2,4716.055214031376
91,1,0,6,296888.8169344531
91,2,0,5,40282.75965793335
