id,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,netBuildingPaymentAmount,netContentsPaymentAmount
5a1c78aa-8875-407e-9c15-77545895ff90,5214.70,0.00,0.00,5214.70,0.00
5c5bd469-e8ee-4116-8372-b70d03ae02c6,,,,0.00,0.00
0192dec7-5b51-485d-aadb-13f048dfdc4b,,,,0.00,0.00
b8b8759d-49a9-41bd-adc7-7d91986656de,,,,0.00,0.00
66e697d7-bb7a-4093-8d5a-9c0151cc51fb,14541.55,3832.50,0.00,14541.55,3832.50
8b0e6592-4179-48b2-b93a-e11ce2489b96,,,,0.00,0.00
ef276141-87a0-401a-adfe-4711cb78996a,7769.85,1455.52,0.00,7769.85,1455.52
32166a51-2249-478e-9ffd-39083432f251,7371.98,904.59,0.00,7371.98,904.59
983f8c6a-c0d3-4692-99de-e4ca47cd60ff,,,,0.00,0.00
81ee49e0-fa4b-4597-b8a2-1c92f7836939,12430.92,3428.95,0.00,12430.92,3428.95
e3f5b52f-bc12-497f-83da-4a74163c93d7,5875.65,0.00,0.00,5875.65,0.00
aafe17cb-f9b3-46c4-bdd1-beebc40b6a9d,38500.00,0.00,0.00,38500.00,0.00
11dcb4c2-efc6-4b31-8225-22cb1c58dd51,67501.35,0.00,4350.00,67501.35,0.00
631b2112-1aae-466b-be1d-e61ab1b8dd0d,,,,0.00,0.00
daa6cdfe-1813-4bc3-ad75-022c07257faf,26211.36,30699.70,0.00,26211.36,30699.70
aa2ecb11-5a09-43cf-ada6-152ae409da38,43380.34,0.00,0.00,43380.34,0.00
31f3cbcc-12b4-4c81-9111-78a687ccf077,4249.17,2021.75,0.00,4249.17,2021.75
31129efe-09b7-4e66-8151-2e00186bd5e4,735.68,0.00,0.00,735.68,0.00
3a115578-afd6-4558-be0c-a4503574dafe,3956.55,0.00,0.00,3956.55,0.00
ac525edc-2820-4262-90f9-a7bf52b66219,,,,0.00,0.00
805672f3-88aa-4734-86ab-b0eff5d51494,,,,0.00,0.00
01388d2d-0d12-455b-8e67-220f98f98749,34034.19,3551.79,0.00,34034.19,3551.79
9315accf-2a92-489c-b738-b845d1a66008,80100.00,0.00,7000.00,80100.00,0.00
d0ada0bf-5da3-4eeb-bb7d-974a2450eeeb,18672.78,0.00,0.00,18672.78,0.00
72e03b88-b793-4d3a-a35d-0856136ab7e7,4360.60,4034.00,0.00,4360.60,4034.00
aa232318-0292-482e-9971-ec89c3a270da,,,,0.00,0.00
227db8d0-fefb-438e-9759-a1c53c70ec18,12907.98,0.00,0.00,12907.98,0.00
7e54ab0b-b114-40e7-a779-08ca14287d47,116851.19,35648.05,0.00,116851.19,35648.05
902e58f5-abab-4804-8205-27b63857fec8,7451.57,0.00,0.00,7451.57,0.00
f149adf8-7ecc-44e2-8c7b-322182ce0619,,,,0.00,0.00
6e6ca0d3-2efe-4c44-aeac-afaf28b21f0d,100.00,0.00,0.00,100.00,0.00
b9f611a2-6916-4149-98a4-72d37e68a296,1082.20,0.00,0.00,1082.20,0.00
7e60c4f6-39f1-4075-8387-e91dc8117b73,6774.78,0.00,0.00,6774.78,0.00
b25165f2-2418-4e7a-be8d-1db4b4eda769,49191.04,8775.36,0.00,49191.04,8775.36
96c51f2e-d5c0-47a8-9ea7-b914d691cbb9,15431.10,5619.57,0.00,15431.10,5619.57
0abc6ec5-3bcb-4d10-9a04-7afc7670b855,26597.02,112.50,0.00,7094.79,112.50
4ecfd72d-0939-4745-afcd-9ef0f6107420,3192.73,0.00,0.00,3192.73,0.00
03e02eb2-2d0b-4bda-9cce-bde75860ce3f,8000.00,0.00,0.00,8000.00,0.00
e951aa4b-9de8-440f-ac46-9fe3e42a15e2,1056.91,0.00,0.00,1056.91,0.00
f5714fe3-c7b8-478d-869a-283bbfe8ee82,,,,0.00,0.00
a288f796-fcef-45ee-bbe2-b55ec2e4aa0f,10666.59,0.00,0.00,10666.59,0.00
78dd2a99-961c-4532-984a-44695c8108b3,,,,0.00,0.00
b1fb4226-b6c5-4f77-8292-da1647867cc6,55065.22,0.00,0.00,55065.22,0.00
cd991667-cb3a-4723-a114-90d2c7eed7f2,,,,0.00,0.00
f2eaf0d9-9951-407d-905c-8fd3c770df97,,,,0.00,0.00
1889394f-f46a-4cf4-abc9-7779fb51b8b8,,,,0.00,0.00
3ea6d632-60ee-4154-9d9f-256b2cd2a18f,5521.15,9869.44,0.00,5521.15,9869.44
245a6bb7-03d9-4f34-a55e-7b80b5024040,1606.73,0.00,0.00,1606.73,0.00
6cdeb7d2-f929-4e5a-87bb-dbe941a8d3d1,3250.00,0.00,0.00,3250.00,0.00
97ac9972-15c4-4bf9-a05d-dc4d5b0bcd10,70749.93,58154.12,0.00,70749.93,58154.12
d450c75c-903e-4d58-af0f-a4309566abbf,8737.17,0.00,0.00,8737.17,0.00
c2a4b6f8-d414-4c9a-af56-da772ecfc84a,29465.48,156.62,0.00,29465.48,156.62
b583fabd-8726-4c88-903b-f02d7b2e58bd,,,,0.00,0.00
b51af460-8608-4ef1-bfb7-300c924309d3,0.00,0.00,0.00,0.00,0.00
7ed0e135-edc5-4685-9c0b-3d9c6fc4aea4,83000.00,15800.00,0.00,83000.00,15800.00
cedadbdb-f171-485d-b728-5420a484ccd8,7723.25,0.00,0.00,7723.25,0.00
5b0d0b28-1daf-4024-bd37-4a8857b3ff73,953.95,2749.27,0.00,953.95,2749.27
da40017d-0799-416c-bf6c-af5530e3dc58,983.90,0.00,0.00,983.90,0.00
106bb1e6-333d-47dc-b3d3-0ca4880e05f8,632.00,0.00,0.00,632.00,0.00
099bad23-6655-4553-ba69-d746dc546379,3578.42,0.00,0.00,3578.42,0.00
167e8f7e-5c6f-480f-a2b1-baa76edf33f2,0.00,291.75,0.00,0.00,291.75
05b6ce78-0fc3-426f-83a2-3cf20f89d27a,351.50,976.10,0.00,351.50,976.10
7e0bccc5-bf2e-47d7-aaa3-c7f990dedc14,,,,0.00,0.00
9bc22c1c-48b8-4824-aa78-8a63ab7fa489,,,,0.00,0.00
89f7dc67-3fe5-4307-a6c6-4cdb9de952fe,,,,0.00,0.00
304ef518-f46f-4606-920c-dd1a865b7e55,,,,0.00,0.00
70813e59-65e2-44d7-b4f4-29e192356a28,0.00,0.00,0.00,0.00,0.00
19f1015f-0158-4c07-ac37-aa9d525fedf8,21698.85,0.00,0.00,21698.85,0.00
a6403f56-b442-4759-ad58-f5f752e42fa2,,,,0.00,0.00
54735528-5cb6-40b6-a891-e43d576906ab,9034.53,315000.00,0.00,9034.53,315000.00
083e2c66-eeca-4f93-b155-c5aec51ede8a,12385.13,0.00,0.00,12385.13,0.00
717f12cb-ac80-4a20-9da5-b6e08846f41c,6364.10,1772.00,0.00,6364.10,1772.00
3c100609-669e-4570-a2cc-5a8106eef091,,,,0.00,0.00
011c2f6e-1c0c-4088-b567-48e6622e3a2f,0.00,500.00,0.00,0.00,500.00
6e49693d-efd7-4807-9204-9174ad055cb9,4839.95,0.00,0.00,4839.95,0.00
817b3ebf-b1d2-43a4-a2eb-4975f61a5673,119768.72,21118.76,0.00,119768.72,21118.76
bf779aa4-83fb-4729-bac3-9a1a64fb45c1,24628.15,0.00,0.00,24628.15,0.00
3dbd9c3f-e425-4253-be08-10bed17859d0,9676.46,0.00,0.00,9676.46,0.00
f265ee68-c2ee-4649-9d39-dc9873e3a714,94737.60,49100.00,0.00,94737.60,49100.00
e161b844-1b9e-4f2d-9c5c-7576e6233bab,24646.37,0.00,0.00,24646.37,0.00
4c70a892-2f55-4074-8969-9f329441c6f5,658.74,5606.24,0.00,658.74,5606.24
67bda76b-af03-42ee-b9ff-9b5d1198b468,44598.44,0.00,30000.00,44598.44,0.00
e5c87277-9820-4936-9672-2ce7cbd381a6,,,,0.00,0.00
decf3c91-f81f-49e9-a447-b53f5b55776c,,,,0.00,0.00
9604ea17-dd0a-48ba-885d-584aac9d7548,22627.71,20000.00,0.00,22627.71,20000.00
ed7f471a-55f3-427b-acb4-0a25ef10eb66,11113.82,1395.00,0.00,11113.82,1395.00
308400cc-e2b3-4e7c-90cf-dce25d22a18f,,,,0.00,0.00
0bafa226-7723-4222-9598-3830eac68873,14600.00,6200.00,0.00,14600.00,6200.00
df499056-7e24-44d9-81a0-358a869fa933,1292.80,0.00,0.00,1292.80,0.00
eee1e6f2-7d8d-40e0-99ad-18dab74015cb,10394.20,5077.20,0.00,10394.20,5077.20
1dcb1a2a-ff4f-4039-ae27-9a88af437082,,,,0.00,0.00
dcbd9989-4ec3-4396-b097-a91b8e560fb6,1307.40,0.00,0.00,1307.40,0.00
d43fd951-5ab3-4195-81b0-713e1921ff29,1646.90,1737.50,0.00,1646.90,1737.50
f363f246-879b-42c5-8cc0-3808f48d0a3f,159291.47,36924.06,0.00,159291.47,36924.06
46ea8cb6-f666-4787-a5b0-c76d0b3f2136,73425.15,29621.29,0.00,73425.15,29621.29
3e79adaf-99d1-4be5-abda-36be8ef698bf,200.00,486.00,0.00,200.00,486.00
721113fd-90d4-47b4-9bc4-3b6658dac128,,,,0.00,0.00
0ed8e1f3-b1a5-4840-8194-4fd95a8b31b5,473.76,4372.15,0.00,473.76,4372.15
0fcd154a-56d5-471a-adc7-bfde6cf72d0e,27109.24,0.00,0.00,27109.24,0.00
ba3f28e9-52d0-457e-b0c2-e5a3a1baac19,5334.93,0.00,0.00,5334.93,0.00
6988e441-cd02-42ab-9a56-15fbefe0885c,13529.80,1896.11,0.00,13529.80,1896.11
6b30cb72-6bd5-48df-9efe-c5b36325f3dc,4083.86,1385.02,0.00,4083.86,1385.02
8cdbc96b-dcb1-4948-8d06-4c75f4db6fc5,,,,0.00,0.00
21a9f3e4-d41b-4f49-a965-dede8e494fb6,96800.00,10500.00,0.00,96800.00,10500.00
4a290d89-7541-4395-8348-bc9fc276ef80,14669.15,0.00,0.00,14669.15,0.00
9c121987-dfa8-4777-a69b-271f7ab8b780,69699.14,16898.47,0.00,69699.14,16898.47
5e756bc4-00e7-4bf0-b840-2f333ad98ebb,2687.42,881.61,0.00,2687.42,881.61
18f9de29-fb2e-48e4-b2f8-11eed95e37bb,14166.18,14215.67,0.00,14166.18,14215.67
2b64819e-544a-4dd1-8476-b40294b6c4e0,,,,0.00,0.00
bb4fb25e-1d31-4130-8381-9411e124e497,0.00,0.00,0.00,0.00,0.00
1360eb32-dc73-4db8-895d-c63bc37cb89a,40167.96,10000.00,0.00,40167.96,10000.00
9e5af292-5deb-4e21-8547-b2a0cc61efa8,4252.89,2842.79,0.00,4252.89,2842.79
482b0618-61ea-4186-809c-882189a3bf3f,,,,0.00,0.00
92c58770-437e-4c3c-b998-a9cc742f53af,30104.04,608.00,0.00,30104.04,608.00
3b2ba189-cfc8-4c98-8e9e-869e7e13c18a,44583.90,19396.81,0.00,44583.90,19396.81
f86ecd22-22db-47d4-af2b-79d32411de3f,,,,0.00,0.00
d52295d9-8c72-4e5e-8d44-e1ef9a12c138,24043.82,0.00,0.00,24043.82,0.00
58772ea4-f79a-4ce6-ab2f-7444cc7e03e8,22557.27,53.32,0.00,22557.27,53.32
9b1a7e6c-f64b-4a73-a8a6-432d2548fffc,6834.68,0.00,0.00,6834.68,0.00
cc6569bf-2dfd-4da5-abdb-1a9fd04f28a8,143046.48,9400.00,30000.00,143046.48,9400.00
c83e41f6-fd61-40a4-acfa-fd7571791060,4309.83,1145.00,0.00,4309.83,1145.00
993a4bc4-ff50-48b3-bc28-662445cd8428,,,,0.00,0.00
93e3e03e-b5b6-43ff-a3cc-5e1bd3f22991,13386.00,1493.00,0.00,13386.00,1493.00
96db48a9-2c15-4001-b4df-3b09881bf8a4,3672.97,1258.94,0.00,3672.97,1258.94
ab4cf68d-0959-4e55-ab19-bfce5d1a637b,68414.52,21739.70,0.00,68414.52,21739.70
eb385979-5ab0-4aba-a838-9a5785959d09,0.00,5153.86,0.00,0.00,5153.86
65ab447e-f399-43ca-83ec-be1ced0cfbe7,7064.39,0.00,0.00,7064.39,0.00
0342274b-9cd7-461d-9602-42c79f67dc54,10973.91,1793.19,0.00,10973.91,1793.19
5493a777-8188-4a32-807a-fdd71d953bf2,219768.42,0.00,0.00,219768.42,0.00
2a5cfe52-c647-4112-a8c4-713e80a4112f,251.45,0.00,0.00,251.45,0.00
df6ad21c-9bbd-4aba-919c-36cffd312ec4,6125.75,46.00,0.00,6125.75,46.00
7fec5b83-3a9c-4088-afab-05ce42da4396,32000.00,0.00,0.00,32000.00,0.00
410267cb-f813-44f5-8571-6f397abc084c,26190.76,0.00,0.00,26190.76,0.00
8e339120-aa2f-4f09-a016-e5ba60b5b43d,750.00,0.00,0.00,750.00,0.00
bf89d32f-fe23-4d90-834a-74a6869e63ef,36000.00,0.00,0.00,36000.00,0.00
5a1dc4cf-cf8b-4b34-b09b-f567efb11d12,17203.16,0.00,0.00,17203.16,0.00
a77dd018-4db6-4574-a167-05e76b5561eb,,,,0.00,0.00
576c4916-3992-404c-8cd2-2a0b2ff43cf1,,,,0.00,0.00
8f8cf07c-7fb1-40f9-9b5d-c55945170268,15812.41,10000.00,0.00,15812.41,10000.00
cc5b1240-71fc-48f5-9b6f-7f652e4a6abb,1216.00,0.00,0.00,1216.00,0.00
f5d693bc-abcd-4c8b-9a34-2545a927de31,25722.58,0.00,0.00,25722.58,0.00
0ed73f76-65c4-480f-9d6b-32e72a16b1d3,59921.70,83452.45,0.00,59921.70,83452.45
f5f473d6-b0ba-4e77-bcf7-c4466d433180,12289.97,2946.21,0.00,12289.97,2946.21
db28933f-afe5-4c69-b51f-0ebd8ede1dac,11217.73,8904.46,0.00,11217.73,8904.46
52485c48-f6b2-4a39-b7db-350b19fc6205,191263.69,0.00,0.00,191263.69,0.00
c2308d5a-4680-4f0f-bb1a-5023681151cc,,,,0.00,0.00
c99f2c99-6a6e-43fc-9b5e-6dfaacd230bc,,,,0.00,0.00
85c8db76-026c-414c-a94a-6635349376b9,,,,0.00,0.00
fd814b5e-23dc-4e14-8e4a-777ec6cf614d,0.00,12756.95,0.00,0.00,12756.95
70751f89-236e-4742-bb85-06f79a1a8137,35000.00,4000.00,29997.86,35000.00,4000.00
0e8ff3f4-e4d6-4f41-853d-8f5f141fbcff,4617.69,0.00,0.00,4617.69,0.00
9ecb1004-e927-4a8c-bec5-275530e6a0e6,,,,0.00,0.00
3df518f8-468e-43e0-8874-6881f77b3fbe,,,,0.00,0.00
039cf5c0-cd42-463d-ad3a-b5b80d70f1a9,64231.85,30000.00,0.00,64231.85,30000.00
0783b668-6d3c-4843-b6c5-dbced06a1cf1,,,,0.00,0.00
493e6e14-4c0a-47f4-a0b0-762d97622f49,,,,0.00,0.00
439baa08-2e81-4420-a721-1a17d1c4f56d,26924.05,0.00,0.00,26924.05,0.00
29ccf2cb-cfef-433b-9992-0bbf8b35a9ac,13761.32,12010.15,0.00,13761.32,12010.15
5236ac47-8378-4e2d-895f-b6e165cb93eb,62352.03,20000.00,0.00,62352.03,20000.00
536b0f4a-c45c-4436-8de8-f67db8f5c6d6,8300.91,3311.20,0.00,8300.91,3311.20
82a3aa47-9a00-49a0-8971-f02b340b1da7,,,,0.00,0.00
bf51e760-8374-4084-aa83-f6e8cfdd8c19,977.04,0.00,0.00,977.04,0.00
9a16a10e-f095-42c6-a029-756a6157a0cf,2394.79,1209.01,0.00,2394.79,1209.01
eccf5399-9fd9-44d7-a89c-5bb50b2165c8,,,,0.00,0.00
0c6141eb-52fc-4440-b34e-265b07c52048,3596.50,0.00,0.00,3596.50,0.00
29b911e9-cde2-4f1b-8bc6-ad9a8dfba81f,11474.46,984.00,0.00,11474.46,984.00
f810c387-7f64-4e0d-9ce2-d3fa491e5209,58597.54,1138.50,0.00,58597.54,1138.50
28663a09-b438-4dd9-857a-3193b74f87cf,32447.48,0.00,0.00,32447.48,0.00
33448bce-cc94-4d76-96fc-822ad2cf3f20,17912.98,4863.40,0.00,17912.98,4863.40
44d412d7-f622-4e5d-be89-616e145d3e3a,39750.66,0.00,0.00,39750.66,0.00
ad961bb4-0dd8-421e-beed-2064f5693544,9946.50,2593.00,0.00,9946.50,2593.00
5147eeb6-580e-4ab1-bce4-55ebd88ebca2,0.00,2500.00,0.00,0.00,0.00
f8560487-38a9-4cd5-b416-238ca72bc533,,,,0.00,0.00
611ee95c-67f9-4064-ac7f-cf70b90d9d7a,2353.04,839.97,0.00,2353.04,839.97
4c900714-469b-4822-91b8-9e4653a8ee2c,2297.38,0.00,0.00,2297.38,0.00
945fc0e0-fce2-40ae-b905-19dec6358beb,,,,0.00,0.00
3c7ea345-2a25-424f-b86f-b069e9c4ddb0,82869.67,4559.55,0.00,82869.67,4559.55
7bcff876-db25-4838-927a-425214c13d67,141936.39,40451.70,0.00,141936.39,40451.70
30cf9233-6e70-422c-8ef0-61033bc1204a,786.90,0.00,0.00,786.90,0.00
f683dc30-6e35-42d2-974a-98cb901fc75c,,,,0.00,0.00
959c62b4-57bc-4a2b-bf9d-6356a0d04432,223038.46,0.00,0.00,223038.46,0.00
b662a32c-9ba2-43a7-84e5-b7ffd95038a5,142359.54,0.00,0.00,142359.54,0.00
474c41c6-98b1-4837-8bfe-eb17602a0068,23584.76,8225.20,0.00,23584.76,8225.20
f940b0a9-8dd3-4d53-8fa7-f9913fb2bad0,29351.53,0.00,0.00,29351.53,0.00
2764329b-2cc3-40b6-af12-3ffd600fc51f,0.00,0.00,0.00,0.00,0.00
6060e91e-e6ca-48a6-bdfc-c75b2a6782d1,13019.17,1350.17,0.00,13019.17,1350.17
7aed1cdb-26da-49f4-9d2e-d833683012b3,57461.79,16650.50,0.00,57461.79,16650.50
339b298e-825d-4d50-a41b-438acb7015b3,40198.20,3170.20,0.00,40198.20,3170.20
a8a9172b-3bd7-4d9d-a7b8-f3d56f89c53b,,,,0.00,0.00
7ee961ed-7b75-44bf-9059-dbfff91bce27,7353.10,596.51,0.00,7353.10,596.51
368e97de-9ab4-4414-9ffd-f22985bf06de,5194.33,0.00,0.00,5194.33,0.00
5bdd6790-ccb6-41a7-a3cf-a68dc42fddc7,57000.00,29000.00,0.00,57000.00,29000.00
d74d6057-4097-4d17-b4c3-e2edcb476d8d,,,,0.00,0.00
620fa001-c111-435d-930d-69c2fd7b614b,12242.84,845.68,0.00,12242.84,845.68
a080364c-1fc9-43a5-9a14-e0ca87b525bd,3233.41,0.00,0.00,3233.41,0.00
aecc24e2-19e8-463a-9086-956696b56442,8818.28,6159.30,0.00,8818.28,6159.30
a5450d55-1566-4eca-b912-6c9b846a3e89,0.00,0.00,0.00,0.00,0.00
c1de9356-be51-4d6e-8ffc-0a06361dccb8,572.72,649.24,0.00,572.72,649.24
4a10626e-a99a-4c97-b575-0f0fb8afe6db,,,,0.00,0.00
3df51afe-26d3-4e41-980d-43fffba0161f,,,,0.00,0.00
f4e4b730-9a91-4750-b2fc-f48511c6ea8d,8061.63,0.00,0.00,8061.63,0.00
2f932dbb-e16f-482d-8f78-70d9420d44b0,8959.47,2126.45,0.00,8959.47,2126.45
57a369e4-18fc-4976-a881-e3024b7e83e5,,,,0.00,0.00
9d457963-3b6a-427d-b5b5-8b2ea84e806b,,,,0.00,0.00
9bea972f-2dc7-4b51-aed4-35c50decbab0,26827.18,10063.08,0.00,26827.18,10063.08
02a12e70-608d-4600-b0e1-fed5ab1a30cd,,,,0.00,0.00
d87cb2ea-8857-48cd-ab73-e9b18197fbdc,2000.46,0.00,0.00,2000.46,0.00
29676190-6ceb-4df3-98d7-6b71de0d49aa,18365.94,4544.10,0.00,18365.94,4544.10
c424db58-5166-41b9-a312-7a235aac3fe1,442.22,0.00,0.00,442.22,0.00
6a163aec-c8a8-4531-bf21-31ee0be941a5,0.00,0.00,0.00,0.00,0.00
858b4e9d-0df5-4291-afef-9cb7d3afae75,,,,0.00,0.00
99ca7bef-0894-48f0-80ba-dd2eb01656aa,29725.29,330.82,0.00,29725.29,330.82
7da44413-dfa3-46b1-bdf0-aebc14423294,,,,0.00,0.00
c3a61c13-4a1f-46de-aa33-b49145d0c9ba,94.19,0.00,0.00,94.19,0.00
e8cf5bd1-84a8-4d29-8ddc-1ee852d33dd2,500.00,0.00,0.00,500.00,0.00
9a1c5a93-cec4-413a-87ec-f7b229f6700f,,,,0.00,0.00
d2c83918-f310-4e37-94bd-24bc3cd4ea98,0.00,3792.00,0.00,0.00,3792.00
a8f1f751-7f6c-400a-8b36-88dae0d4114e,10158.94,0.00,0.00,10158.94,0.00
ac734d56-9bd7-4b77-83e2-6a0c0570d4f9,260.00,3208.50,0.00,260.00,3208.50
3875d148-db76-465c-8ec9-4e8cd624ff92,24153.60,4240.40,0.00,24153.60,4240.40
ecd5b89f-adb2-4d16-8945-038d03333cce,0.00,451.97,0.00,0.00,451.97
16b9f131-83ce-42a6-8912-a87d8f6bce5b,756.70,2685.00,0.00,756.70,2685.00
02c4fd47-baae-4bab-a694-8537fd06094f,4850.87,0.00,0.00,4850.87,0.00
b10681d2-6dd1-47fe-bba5-8649733315cc,89563.47,56344.22,0.00,89563.47,56344.22
0a53d5df-779d-424c-98bf-27460a103754,,,,0.00,0.00
e8485f34-9e2b-4d47-953f-13bd39297360,190000.00,0.00,0.00,190000.00,0.00
f8669dff-a534-44ca-b1c0-3da1ebd3f34a,4184.14,0.00,0.00,4184.14,0.00
65552ecf-d4fe-449a-8484-6cc30abe907c,41163.02,0.00,0.00,41163.02,0.00
652dcca8-bbb8-4438-b4fc-f764a6f4b5ec,9287.38,0.00,0.00,9287.38,0.00
4689c5e9-ede9-465d-8d79-01d52143fd81,4879.54,2049.97,0.00,4879.54,2049.97
e8c49b4f-cd72-406d-8967-eae5f3f295df,154167.19,60000.00,0.00,154167.19,60000.00
eb3e6326-b409-44f9-8883-5555ab5be25f,80600.00,0.00,0.00,80600.00,0.00
182e94ac-5aa7-42af-9d85-837f29b5a8e6,17326.45,0.00,0.00,17326.45,0.00
4bdf6f11-2626-4436-ae68-4cf666debbad,4833.95,2161.40,0.00,4833.95,2161.40
8e183dd0-31cb-42ef-810e-66f420b500aa,18535.71,0.00,0.00,18535.71,0.00
63da2eff-f293-4ef1-847e-c574ed35c8ec,10691.70,0.00,0.00,10691.70,0.00
a0f9e737-ea41-4fe3-a3ba-5ef541bb296f,250000.00,50000.00,0.00,250000.00,50000.00
5c3c1792-fbb2-44d1-8e55-13b693573b7d,369.12,5860.40,0.00,369.12,5860.40
740f4e9f-2742-4eb4-b54e-d085144dca94,,,,0.00,0.00
3a112cd6-6c14-42ee-8720-bf88ad3437c9,0.00,20000.00,0.00,0.00,20000.00
db8c9cf2-ddac-4bc1-93fc-6c8fec4bf148,0.00,27301.89,0.00,0.00,27301.89
a86abfb3-a7e3-4268-8429-453e63f9309f,5000.00,2500.00,0.00,5000.00,2500.00
c704c210-2569-4a80-b71c-509d1a42dc01,15553.55,0.00,0.00,15553.55,0.00
7ea1bbe6-304e-4ede-8a77-558f4bb31ba2,21165.32,10696.76,0.00,21165.32,10696.76
d58444df-45f5-44a0-af4e-0a5dfc00263e,89069.59,21998.76,0.00,89069.59,21998.76
be1ca4ef-0be8-4582-a071-54cddf68ee09,68877.65,0.00,0.00,68877.65,0.00
3d303a1b-e872-4031-9b9a-9f81ed9f5d5f,2175.08,0.00,0.00,2175.08,0.00
70b4c35d-da77-4e73-9b81-d0f8d031dd24,,,,0.00,0.00
c9099452-bb4c-414c-b1fc-c393da53dd1c,658.48,0.00,0.00,658.48,0.00
53229887-b401-49dd-9145-f3f683c8ef35,36547.98,8237.35,0.00,36547.98,8237.35
88a2ad59-be80-4c38-92d1-1463c98d57ae,122418.78,0.00,0.00,122418.78,0.00
6d51c7af-fc9b-4ec8-9164-a9c6f1345662,3522.12,0.00,0.00,3522.12,0.00
31eb5ec1-ce80-4fbf-8a7b-7ce0ff3b5631,1682.20,0.00,0.00,1682.20,0.00
7de883a8-a68e-46f7-97a5-42ed4ba1bc2d,,,,0.00,0.00
b0f1def6-7d16-4199-86f8-18cc2c1037fe,41100.00,13376.49,0.00,41100.00,13376.49
df448daa-9195-48ac-a16e-06f95012da55,7466.33,0.00,0.00,7466.33,0.00
96f27982-0bd6-4af7-8a26-1dd30375d950,,,,0.00,0.00
58b516b9-e052-4913-bf06-067543672f37,3049.23,0.00,0.00,3049.23,0.00
35675990-ac61-480d-94e6-d416abecd276,18776.45,0.00,0.00,18776.45,0.00
615b828e-02d0-4428-8fa1-b9796015eb8b,3506.26,0.00,0.00,3506.26,0.00
c65d4b0e-2565-49ed-8ef8-8794438f104f,0.00,1000.00,0.00,0.00,1000.00
f3847c34-fcb8-4f01-99b9-ab1830289d3d,35000.00,10000.00,0.00,35000.00,10000.00
e8fa6d95-405b-4009-8a9f-b9337f28a900,,,,0.00,0.00
2c7f52b4-3be4-45fa-bda6-e651e17c04ee,160068.60,0.00,0.00,160068.60,0.00
76e43192-87cc-4cd1-a5d1-a4ce73f5c5f7,323.65,0.00,0.00,323.65,0.00
739be8dc-333d-4c2a-8dd7-385c1dbec24f,150.00,360.50,0.00,150.00,360.50
ac2ab846-7a2b-442c-a4d1-635886931736,21261.82,278.35,0.00,21261.82,278.35
d0f6d91f-03f7-4d3c-8505-225881615e20,,,,0.00,0.00
7dac4a4b-a63b-4b40-b501-153405a38783,0.00,313.19,0.00,0.00,313.19
6107a957-cc77-4e68-b9ec-1b26739806b9,,,,0.00,0.00
af604994-a961-45cf-a66f-873f0c121a6d,,,,0.00,0.00
22093d1e-f05e-4d12-8398-fa67c6e83e0d,34102.37,0.00,0.00,34102.37,0.00
293d11b7-052c-468b-bcdb-47299095dd97,0.00,10000.00,0.00,0.00,0.00
b3725228-9fee-4182-becf-9ba81f801f69,49895.79,4196.31,0.00,49895.79,4196.31
cc8633f4-cca2-413e-93ef-52ad7b768666,30342.25,16162.44,0.00,30342.25,16162.44
f82890a5-aa78-4743-befb-35c659348b33,48727.79,0.00,0.00,48727.79,0.00
725ab698-983e-4850-aca6-4871abeed184,5900.00,4200.00,0.00,5900.00,4200.00
674a2719-4bca-452c-8710-f7a13791d47e,7042.83,0.00,0.00,7042.83,0.00
54f24e6a-c9f7-4c15-853e-aec75ee66a47,142143.13,0.00,0.00,142143.13,0.00
b2151e1b-80ed-4150-9d7b-89ce6f90c739,24015.88,9338.11,0.00,24015.88,9338.11
2a2ddc23-5b68-456b-a047-0e0bcb5124f9,82500.00,30000.00,0.00,82500.00,30000.00
407acfed-df62-479b-ad50-5825379b4d08,10041.69,0.00,0.00,10041.69,0.00
3b5d75bc-c45d-4427-9bd5-3614852b807d,,,,0.00,0.00
56130fa5-e9d7-489f-a819-0324d1e6901d,29673.30,0.00,0.00,29673.30,0.00
0188fda7-a688-4ca5-a300-b2ed5f6bb8d9,7394.94,0.00,0.00,7394.94,0.00
ec2ffd48-5945-4702-be97-c4282c9f0cf5,,,,0.00,0.00
433aa4b6-36e3-4768-b96b-c094976e527f,,,,0.00,0.00
3a9aa90a-6dac-467d-afe8-da0106446cdc,50000.00,21000.00,0.00,50000.00,21000.00
29c8ea70-e87b-4140-a0c7-88175ba356b3,2161.32,0.00,0.00,2161.32,0.00
5facdf55-7d19-4333-a4f5-7e68f41d3a02,14903.76,0.00,0.00,14903.76,0.00
986e9f49-4703-4b45-ba24-4896d86d8a77,59411.98,30216.29,0.00,59411.98,30216.29
9d2cc269-5c71-4efb-96ba-b61a1ada19df,1700223.12,0.00,0.00,1700223.12,0.00
e3852360-ffb6-4dba-be8b-9dcc1941d794,3565.19,0.00,0.00,3565.19,0.00
1b29bf2b-7082-4cc2-98ef-37063fb87ba0,38325.25,17611.04,0.00,38325.25,17611.04
f700ab37-e9a3-400d-808f-8d0a57d351cc,0.00,0.00,0.00,0.00,0.00
ad750d5b-3be0-4965-aac8-65510b4aa94d,3538.73,0.00,0.00,3538.73,0.00
