reserve_pv
189623.9230736125
245393.2623014175
161803.4646461978
132378.74125710613
197439.2336106372
177662.87027325068
92884.15782451045
92265.10830493066
40980.10854801188
253248.28861383727
19798.978776724613
114667.56355454642
97121.48455332575
150706.17468571576
33299.47353523268
82427.71009962537
112599.21204573032
68538.45479299792
44178.68472823561
86051.1547885173
919016.837386749
88849.17695822583
129715.75955141147
21690.66349265908
60340.24308225102
280777.0512700968
197226.5170080713
125759.31356803783
38792.72549684939
222303.27795995446
247750.23540666848
20637.32483315338
82819.43347164501
90863.89299989794
32576.445610649465
138020.28112600406
52710.563810512256
60570.05036822254
66445.80953412969
95160.7080228358
297942.43564960634
34261.62131115972
59445.849420703344
108919.68968911601
69635.48448654746
29971.89381364509
7277.626386680404
123286.27474604968
259703.68400767673
95761.38238450127
31800.99676119803
369832.7979202386
79992.25675164761
105305.2404572131
70032.39044422172
140216.56550772837
121028.26106760009
65680.16101597414
116754.65119242508
76550.16473313716
21157.144949604903
44488.668004456325
117298.510351148
25282.606323353364
234439.95151768706
125054.21063544558
117727.86695917741
61676.3418295951
53951.75111520455
118230.41808158293
56430.18268432497
95968.08672669358
139276.07960857212
68185.78244855783
140436.948972691
110840.81461466038
118690.47820432925
390829.0429717203
40904.33798467575
50338.19611000121
141212.65989479463
118748.73250337891
50987.815853381035
67909.87483742731
110975.612417167
64512.45024885938
94360.81019771103
74343.96594980509
157398.31905408652
85487.66718155624
70982.27479833933
276350.0323192312
204534.48046466813
82592.04701454534
146920.37141811734
90018.24059613793
249903.4343939111
119276.49727630582
202917.2300978886
50576.0063690649
80337.43245208052
151568.8417991868
163420.53303945388
143346.95006647467
27686.315807822484
105286.52390591487
72251.12232727441
56331.31267239326
82628.86446809708
45123.55540539303
100358.9919402017
83795.76182747699
75152.56438661064
86050.98404126929
102074.62842322931
49698.47307715304
46761.94718958572
181147.3309594513
159971.30831335927
42086.90729485692
163145.71895990332
135756.8848727579
87918.75131513442
172564.71504174022
89852.12003889964
231922.86889707777
89777.80715445937
55968.77549233386
